word,frequency,length
dearer,1,6
presences,2,9
misfortunes,1,11
protestations,3,13
dian,1,4
overtook,1,8
danchin,1,7
opium,16,5
draughts,2,8
laudanum,3,8
rationed,3,8
vagrant,1,7
despondent,2,10
judicious,1,9
carefulness,1,11
unquestionable,1,14
unmethodical,1,12
metrical,2,8
laurence,3,8
diction,6,7
intellectuality,1,15
inversion,2,9
allurement,1,10
tempter,1,7
trekked,1,7
kamieniec,2,9
podolia,1,7
nogay,2,5
tartary,2,7
yedisan,1,7
bug,4,3
zhitzhakli,1,10
legions,1,7
annex,1,5
crimea,1,6
suzerainty,1,10
lackadaisical,1,13
czarina,5,7
giaour,1,6
potemkin,7,8
caucasus,1,8
carpathians,1,11
marshlands,1,10
taurida,1,7
littlepage,11,10
ekaterinoslav,1,13
irregulars,1,10
oczakov,2,7
chamberlain,1,11
repnin,2,6
longish,1,7
arching,1,7
brows,5,5
quizzical,2,9
mephistopheles,1,14
ribas,1,5
conniver,1,8
blacksmith,2,10
fawned,1,6
daggerman,1,9
czar,1,4
procure,4,7
stiletto,1,8
ligne,1,5
pallavicini,1,11
madrid,1,6
milan,1,5
chevalier,1,9
litta,1,5
saxony,1,6
anhalt,1,6
bernburg,1,8
kindnesses,1,10
sincerest,1,9
vexed,2,5
parisian,3,8
damas,1,5
artillerist,1,11
prevost,1,7
segur,1,5
subaltern,1,9
stanislas,2,9
glayre,1,6
pe,1,2
serenissimus,3,12
sapped,3,6
comb,6,4
sarti,1,5
tapis,1,5
filigreed,1,9
exuded,2,6
aromas,2,6
araby,1,5
billiard,1,8
beribboned,1,10
cuirassiers,1,11
tufts,1,5
lewdly,1,6
nieces,2,6
fancied,2,7
haughtiness,1,11
personified,1,11
collared,2,8
agleam,1,6
sulkily,1,7
downcast,2,8
trance,4,6
besiege,1,7
gratuitously,2,12
eclat,1,5
monsters,3,8
vasilievitch,1,12
suvorov,8,7
furrows,1,7
stooping,4,8
briskness,1,9
warred,1,6
interviewee,1,11
despising,1,9
slept,27,5
crowing,4,7
cock,5,4
smithereens,2,11
mew,1,3
adored,2,6
oddities,1,8
peculiarity,1,11
dabbled,1,7
whiskers,3,8
shaven,3,6
knots,1,5
cossacks,4,8
geopolitical,1,12
bandits,4,7
zaporogian,1,10
dnieper,1,7
sienkiewicz,1,11
resettlement,1,12
bessarabia,2,10
scimitar,2,8
wielding,1,8
skirmishers,1,11
demographic,12,11
disorderliness,1,14
plunderers,1,10
donned,3,6
tribal,7,6
ornamented,3,10
worsted,2,7
tassels,1,7
boors,1,5
levies,2,6
shambling,1,9
queued,1,6
greatcoated,1,11
jackbooted,1,10
semple,1,6
smatterings,1,11
insubordination,2,15
mando,5,5
uremia,1,6
disapprovingly,1,14
stubs,2,5
thumped,1,7
sheaf,3,5
klinico,1,7
brownapopolus,1,13
siesta,2,6
deppy,2,5
despina,1,7
messinesi,1,9
ilka,1,4
acropolis,6,9
amphitheater,1,12
curving,4,7
headless,3,8
torsos,3,6
atlantes,1,8
engravings,1,10
schoolbooks,1,11
quicken,1,7
uh,14,2
huh,11,3
athens,8,6
bombarding,1,10
athena,1,6
caryatides,1,10
airily,2,6
propylaea,1,9
nugget,1,6
ghiberti,1,8
baptistery,1,10
fluted,1,6
evzone,1,6
pompons,1,7
click,2,5
skirts,4,6
sakellariadis,2,13
aegean,15,6
detoured,2,8
lumiere,2,7
athenians,4,9
narration,2,9
forgo,1,5
athenian,2,8
philistines,2,11
crassest,1,8
imcomparable,1,12
sakellariadises,1,15
asteria,2,7
tramway,1,7
lasts,1,5
busses,1,6
cabanas,2,7
parasols,2,8
raspberry,1,9
overpopulation,2,14
braying,1,7
servicemen,1,10
sounion,3,7
inlets,3,6
coves,1,5
encrusted,2,9
hurdles,1,7
ruins,8,5
poseidon,1,8
scaffoldings,1,12
chiseled,3,8
fluting,1,7
nectar,4,6
thirst,4,6
assuaged,2,8
dined,3,5
piraeus,1,7
trays,3,5
nimbly,2,6
tertre,1,6
morsel,3,6
winced,4,6
tidbit,1,6
panyotis,2,8
irritating,4,10
galling,1,7
lolling,1,7
ouzo,1,4
relishing,1,9
discard,1,7
extricate,2,9
woodruff,32,8
scurrilous,1,10
underhandedness,1,15
wearily,7,7
crittenden,3,10
destitute,2,9
entitle,5,7
unenvied,1,8
gadfly,3,6
ridiculing,2,10
casca,1,5
belittling,1,10
vilifying,1,9
illusive,2,8
assassin,6,8
harassing,2,9
vale,4,4
innuendoes,1,10
mules,3,5
fe,7,2
buren,2,5
vindicate,1,9
perfidious,1,10
slanderer,3,9
pseudonym,1,9
culprit,2,7
dueling,2,7
jas,1,3
canny,2,5
infighting,1,10
rift,1,4
gruff,4,5
frugally,1,8
disgraceful,1,11
tolerating,1,10
compiling,4,9
windfall,2,8
stanchest,1,9
helena,1,6
aired,2,5
impaled,2,7
bidder,2,6
alliances,1,9
stanch,1,6
friedrich,1,9
gerstacker,1,10
detractors,1,10
dreariness,1,10
soulful,1,7
airs,3,4
gorton,35,6
biographer,1,10
heretic,2,7
miscreant,1,9
pestilent,1,9
seducer,1,7
prodigious,4,10
minter,1,6
exorbitant,1,10
rawson,3,6
blasphemies,2,11
corrupter,1,9
disturber,1,9
leavened,2,8
familistical,1,12
plymouth,11,8
pocasset,3,8
angell,1,6
dispensation,3,12
neighbours,1,10
adelos,1,6
libertie,1,8
hutchinson,2,10
antinomians,1,11
aldridge,1,8
prence,1,6
knoe,1,4
deport,1,6
magistrates,3,11
deluding,1,8
unconquerable,1,13
coddington,2,10
constrained,2,11
ruckus,1,6
reverted,2,8
asses,3,5
saucy,1,5
foully,1,6
aquidneck,2,9
bewitching,1,10
bemaddening,1,11
foul,6,4
familism,1,8
inhabitation,1,12
uncivil,1,7
framer,1,6
tertian,1,7
ague,1,4
pawtuxet,4,8
pawcatuck,2,9
agitator,1,8
benighted,2,9
miantonomi,2,10
gaspee,1,6
shawomet,3,8
bedlam,1,6
pomham,2,6
soconoco,1,8
laborious,1,9
circuitous,1,10
embattled,1,9
blasphemy,4,9
miscreants,1,10
blockhouse,1,10
gortonists,2,10
captives,2,8
befuddling,1,10
obscurities,1,11
demetrius,1,9
obediences,1,10
thinke,2,6
starre,1,6
remphan,1,7
chion,1,5
paraded,2,7
languished,1,10
cooped,2,6
elated,3,6
hemorrhaging,2,12
hemorrhage,5,10
prostate,2,8
transfusions,4,12
asheville,2,9
tombstones,1,10
bequest,5,7
executors,2,9
prorate,1,7
educations,1,10
effie,1,5
carneigie,1,9
invalidism,1,10
exceeded,5,8
valuations,2,10
merciful,2,8
exclaim,1,7
mccrady,2,7
postponing,3,10
playwriting,1,11
explanatory,4,11
niggertown,1,10
mannerhouse,1,11
condense,1,8
parsimony,1,9
kidder,1,6
revise,5,6
energizing,1,10
energized,1,9
overdoing,1,9
partakes,2,8
rhyming,1,7
ned,1,3
repugnant,1,9
impelling,1,9
severed,6,7
carlyle,1,7
navels,1,6
bethought,1,9
repentance,2,10
wronged,1,7
reparation,1,10
beardslee,1,9
deity,1,5
corollaries,1,11
sacredness,4,10
occidental,2,10
unburdened,1,10
infliction,3,10
inheres,1,7
lambarene,1,9
borneo,1,6
segura,1,6
tomonggong,1,10
koh,1,3
jens,1,4
bjerre,1,6
cannibal,1,8
wailbri,1,7
cannibals,1,9
streamed,3,8
degraded,1,8
ballard,1,7
newt,8,4
transplanting,1,13
sorted,4,6
vitiates,1,8
montreux,1,8
censors,2,7
gosson,6,6
discusses,4,9
misrepresentations,1,18
pantomimic,1,10
tyrants,1,7
irresolvable,1,12
dualism,1,7
tempts,1,6
gainers,1,7
comedies,2,8
interrelationship,1,17
krutch,5,6
purgation,2,9
superego,1,8
apologie,1,8
poetrie,1,7
puritanical,1,11
playes,1,6
confuted,1,8
ringler,1,7
puritans,3,8
decreed,1,7
forborne,1,8
sorrows,2,7
cheere,1,6
beguile,1,7
mirth,2,5
levity,1,6
eies,1,4
lyking,2,6
hartes,2,6
burne,1,5
diagnosing,2,10
fisk,2,4
naively,1,7
impresses,1,9
milieu,4,6
whimsical,1,9
orientations,2,12
materialistic,2,13
aspire,3,6
informational,2,13
resigns,1,7
suppression,7,11
conformist,3,10
traditionalistic,1,16
libertarian,1,11
upperclassmen,1,13
homogenization,1,14
converge,3,8
toleration,1,10
sampling,22,8
apathetic,1,9
gyroscopes,1,10
traditionalized,1,15
robotism,1,8
overestimated,1,13
faceless,1,8
couched,2,7
freethinkers,1,12
wrestling,1,9
overshadow,2,10
transcendence,2,13
reinforcement,2,13
religiously,4,11
benchmarks,2,10
profoundity,1,11
invulnerability,1,15
kluckhohn,1,9
sociability,2,11
hedonistic,2,10
whitemarsh,3,10
cornwallis,2,10
capturing,2,9
riflemen,8,8
redcoats,9,8
desirous,1,8
nathanael,1,9
skirmished,1,10
tempting,2,8
messed,1,6
marylanders,2,11
rabbits,5,7
warmhearted,1,11
complimenting,1,13
praising,2,8
restitution,1,11
vehement,2,8
peters,4,6
barefooted,1,10
hindering,1,9
periphery,5,9
intercept,6,9
thankful,6,8
culprits,2,8
worsened,1,8
braved,1,6
posey,1,5
pickman,1,7
slanders,1,8
propagated,1,10
exalt,1,5
tis,2,3
recuperating,1,12
hast,1,4
heartfelt,1,9
wickets,1,7
patrols,1,7
harass,1,6
oneida,1,6
admonished,2,10
sanderson,2,9
excellency,2,10
gascony,3,7
web,6,3
unremitting,1,11
nogaret,2,7
boniface,5,8
pronouncement,3,13
misstep,2,7
temporize,1,9
abeyance,3,8
reviving,2,8
valois,1,6
tuscany,2,7
circumspection,1,14
amadee,5,6
dauphin,1,7
vienne,1,6
peacemaking,1,11
dauphine,1,8
cession,1,7
flanders,2,8
forfeited,1,9
insubordinate,2,13
vassal,1,6
suzerain,2,8
sicily,3,6
patrimony,1,9
triangle,4,8
invalidate,2,10
involvements,1,12
impartiality,2,12
arbiter,5,7
curia,3,5
misinterpret,2,12
othon,10,5
tactlessness,1,12
possessor,1,9
clericis,1,8
laicos,1,6
unam,1,4
sanctam,1,7
wielder,1,7
regent,1,6
incomprehension,1,15
flotte,2,6
powicke,1,7
pol,2,3
diligence,3,9
astuteness,1,10
nobles,1,6
hotham,2,6
visualized,2,10
covetousness,2,12
homage,2,6
tipperary,1,9
normandy,1,8
terse,2,5
vous,3,4
dites,1,5
vrai,1,4
outmatched,1,10
courtrai,1,8
flemings,1,8
evermounting,1,12
barons,1,6
unaided,4,7
habsburg,1,8
disadvantage,4,12
savoyards,2,9
guillaume,1,9
lausanne,1,8
arbitrated,1,10
arlay,1,5
chalon,1,6
saone,1,5
staunch,3,7
burgundian,1,10
gautier,1,7
montfaucon,1,10
vaudois,1,7
vere,1,4
pembroke,2,8
lusignan,1,8
swarthy,4,7
carnarvon,1,9
irreverent,2,10
gaveston,1,8
pontissara,1,10
jocund,1,6
envoys,1,6
overtaxed,1,9
grumbling,1,9
est,5,3
sana,1,4
quod,1,4
regi,1,4
lana,2,4
dales,1,5
ghent,1,5
nasty,5,5
woolworkers,1,11
florentine,4,10
dyed,4,4
calimala,1,8
bernardo,1,8
rucellai,1,8
jealously,1,9
chatty,1,6
cursory,4,7
inferno,2,7
fairs,1,5
malediction,1,11
tabernacles,1,11
pyramids,1,8
alpert,5,6
lew,5,3
margaretville,1,13
fleischmanns,3,12
alperts,1,7
tessie,7,6
sicker,2,6
rocker,4,6
sickroom,1,8
trinket,1,7
lawsuit,1,7
meltzer,14,7
kaddish,1,7
sobs,3,4
flagler,1,7
jug,6,3
boarder,1,7
talmud,4,6
whyfores,1,8
wherefores,1,10
therefores,1,10
lilly,13,5
carcasses,1,9
apology,3,7
busyness,1,8
unstaring,1,9
gawky,1,5
hips,8,4
jointed,2,7
childishness,4,12
undisclosed,1,11
hulk,2,4
gute,2,4
ruh,2,3
mach,1,4
augen,1,5
zu,1,2
schone,1,6
mullerin,1,8
preceeding,2,10
haverfield,2,10
reginald,1,8
antiquarian,1,11
archaeological,9,14
camden,2,6
onwards,1,7
germanic,9,8
philology,2,9
debatable,1,9
philologists,1,12
kemble,8,6
philological,2,12
saxons,8,6
textual,2,7
asser,1,5
stubbs,1,6
plummer,2,7
bede,3,4
superstructure,1,14
howorth,2,7
lappenburg,1,10
veracity,3,8
chadwick,2,8
hodgkin,3,7
beck,1,4
conquete,2,8
bretagne,2,8
difficile,1,9
aujourd,1,7
hui,1,3
entretenir,1,10
valeur,1,6
recit,1,5
traditionnel,1,12
lappenberg,5,10
retreated,8,9
zachrisson,2,10
gullibility,1,11
gildas,1,6
nennius,2,7
chronicles,2,10
oman,1,4
untrustworthiness,1,17
unreliability,1,13
genealogies,1,11
invasions,9,9
gradualist,1,10
ca,2,2
victorians,1,10
germanized,1,10
seebohm,5,7
reigning,3,8
domesday,1,8
vinogradoff,1,11
kelts,1,5
finberg,2,7
copley,1,6
survivalist,1,11
stenton,1,7
sceptical,3,9
survivalists,2,12
infiltration,6,12
jutish,1,6
foray,1,5
unchallenged,2,12
complection,1,11
phenonenon,1,10
notitia,1,7
theodosian,1,10
carausius,1,9
construe,1,8
anglia,1,6
sussex,2,6
gaul,1,4
intrusive,2,9
volunteering,2,12
disorganization,1,15
enlistment,1,10
pinning,1,7
briefed,2,7
provost,2,7
enoch,1,5
crowder,2,7
ironpants,1,9
corridors,2,9
draftees,1,8
champ,1,5
conscript,1,9
kitchin,1,7
kahn,2,4
gargantuan,1,10
cantonment,1,10
josephus,1,8
daniels,2,7
pandemic,2,8
malady,1,6
libertine,1,9
manliness,1,9
fosdick,13,7
ctca,5,4
venereal,3,8
filles,2,6
joie,1,4
flocking,1,8
laredo,2,6
cribs,3,5
ascertained,4,11
funston,2,7
gooder,1,6
verboten,1,8
vociferous,3,10
journeyed,2,9
clemenceau,2,10
proclivities,1,12
pershing,1,8
affirmatively,1,13
ymca,1,4
antipodes,1,9
farnum,1,6
pickford,1,8
janis,1,5
lauder,1,6
khaki,2,5
songbook,1,8
mademoiselle,1,12
armentieres,1,11
transcending,3,12
contrarieties,1,13
lessing,2,7
hugo,4,4
encloses,1,8
overreaches,1,11
aeschylus,4,9
euripides,3,9
intimations,1,11
antigone,1,8
juliet,1,6
macbeth,6,7
scion,1,5
atreus,2,6
elsinore,2,8
mycenae,2,7
orestes,2,7
resounds,1,8
quarry,7,6
lear,4,4
athalie,2,7
voltaire,11,8
realness,1,8
descartes,2,9
discours,1,8
methode,1,7
principia,1,9
undreamt,1,8
horatio,1,7
encompassed,3,11
transcend,1,9
furies,1,6
sphinx,1,6
shakespearean,6,13
thunderclaps,1,12
colonus,1,7
kite,1,4
damnation,3,9
sentinels,2,9
battlements,1,11
banishes,1,8
wanderers,1,9
repose,2,6
visitations,1,11
haunted,8,7
agamemnon,3,9
tawdry,2,6
gaslights,1,9
melodrama,3,9
purgatory,2,9
versailles,2,10
hierarchies,1,11
spokes,2,6
vaulting,3,8
ascent,1,6
alcibiades,1,10
creon,1,5
medea,1,5
polis,1,5
othello,1,7
clashed,1,7
feversham,1,9
heloise,1,7
werther,2,7
rationalistic,1,13
allegoric,2,9
architectures,1,13
immaculate,5,10
supervened,1,10
imaginings,1,10
parables,1,8
primal,1,6
retribution,4,11
preordainment,1,13
oresteia,1,8
catchwords,1,10
seers,1,5
orpheus,2,7
chroniclers,1,11
inheritors,1,10
primitivism,1,11
blake,6,5
magi,1,4
unacknowledged,1,14
sophoclean,1,10
ibsen,1,5
chekhov,2,7
goethe,4,6
meister,1,7
glows,1,5
torquato,1,8
tasso,1,5
elegies,1,7
streaks,6,7
wager,3,5
faust,6,5
faustian,1,8
wrest,1,5
menelaus,1,8
necromantic,1,11
sparta,1,6
gesamtkunstwerke,1,16
recusant,1,8
diocese,1,7
quiney,25,6
greville,18,8
bailiff,6,7
sawnders,1,8
bushell,3,7
hobday,1,6
stratford,7,9
glover,1,6
elinor,3,6
pebworth,1,8
packwood,1,8
prodigall,1,9
milcote,2,7
lodowick,1,8
fulke,3,5
sturley,11,7
aldermen,2,8
affied,1,6
endeavour,1,9
prosecuting,3,11
recompence,1,10
theare,1,6
grev,1,4
meanes,2,6
knightes,1,8
subsedies,1,9
wherewith,1,9
feare,1,5
doubte,1,6
hable,1,5
paie,3,4
gre,2,3
gonne,1,5
brestowe,1,8
lond,1,4
heare,2,5
verie,1,5
knoweth,1,7
estates,5,7
wil,1,3
willinge,1,8
ani,2,3
warwickshire,1,12
combe,1,5
fortescue,2,9
exchequer,5,9
countriman,1,10
wm,2,2
shak,1,4
monei,5,5
wheare,1,6
prai,1,4
mai,2,3
condicions,1,10
allso,1,5
procured,4,8
presente,1,8
obtaine,1,7
enlargd,1,7
ij,1,2
faires,1,6
tole,2,4
corne,4,5
bestes,1,6
sheepe,1,6
valewe,1,6
tithes,1,6
landes,1,6
himselfe,1,8
burghley,1,8
lordship,3,8
allusion,3,8
ashley,1,6
scrivener,3,9
gelly,1,5
merrick,1,7
warys,1,5
yow,5,3
selle,1,5
presentlye,1,10
profet,1,6
yff,2,3
bargen,1,6
sha,1,3
ms,2,2
receave,1,7
ther,5,4
brynge,1,6
maye,2,4
knite,1,5
stockynges,1,10
ys,1,2
gret,1,4
byinge,1,6
aysshom,1,7
thynke,1,6
copybooks,1,9
chartaceos,1,10
libellos,1,8
apron,7,5
hattes,1,6
boies,1,5
yongst,1,6
silke,1,5
isabell,1,7
bardall,1,7
cozen,1,5
bardell,1,7
handicraftsman,1,14
walford,1,7
drapers,2,7
deluged,1,7
unckle,1,6
quyne,1,5
watling,1,7
tooke,2,5
grevile,1,7
ceartaine,1,9
beefore,1,7
towardes,1,8
synce,1,5
dessier,1,7
mee,5,3
standeth,1,8
uppon,3,5
paide,1,5
peeter,1,6
rowswell,1,8
entreat,1,7
delivre,1,7
inclosed,1,8
comend,1,6
rychard,1,7
mytton,1,6
whoe,2,4
ffreind,1,7
myn,1,3
resonable,1,9
conscionable,1,12
hir,1,3
maiestie,1,8
graunt,1,6
twise,1,5
thither,1,7
homewards,1,9
fanshawe,1,8
manye,1,5
guiftes,1,7
myne,1,4
owne,1,4
cowrtiers,1,9
effectinge,1,10
hande,3,5
bancroft,6,8
hedges,2,6
coke,4,4
doorkeeper,1,10
colde,3,5
nott,2,4
att,2,3
leasure,1,7
thees,1,5
trobles,1,7
pynte,1,5
muskadell,1,9
husbandry,2,9
greate,1,6
oathe,1,5
thatt,1,5
soe,1,3
hys,5,3
sackes,1,6
anye,1,4
shuld,3,5
behynde,1,7
hym,2,3
wycombe,1,7
uxbridge,1,8
aylesbury,2,9
banbury,1,7
bayly,1,5
edwardes,1,8
beinge,2,6
hadd,1,4
swearinge,1,9
townsmen,2,8
hytt,1,4
shulde,1,6
coste,1,5
sayed,1,5
ether,1,5
lorde,1,5
countrey,1,8
ffortescue,1,10
prevaile,1,8
bromley,1,7
effecte,1,7
wynne,1,5
sworde,1,6
abaringe,1,8
edw,1,3
grevyles,1,8
minaces,1,7
baileefe,2,8
burgesses,1,9
stratforde,1,10
tyme,2,4
ryc,1,3
quyney,1,6
bayleefe,1,8
druncke,2,7
braweling,1,9
howse,2,5
wher,1,4
thei,1,4
drewe,1,5
dagers,1,6
hoste,1,5
faier,1,5
abroade,1,7
comminge,1,8
hurley,1,6
burley,1,6
commawnded,1,10
prevayle,1,8
endevor,1,7
sticle,1,6
brawle,1,6
heade,1,5
grevouselye,1,11
brooken,1,7
nether,1,6
hymselfe,1,8
punnished,2,9
wolde,1,5
shewe,1,5
turne,1,5
awaye,1,5
enterteyned,1,11
agayne,1,6
inimical,1,8
underrate,1,9
preponderating,1,14
periclean,1,9
admonishments,1,13
soundness,1,9
historicism,1,11
methodological,3,14
credulousness,1,13
proneness,1,9
unprofessional,1,14
israelite,1,9
trustworthy,3,11
reappraisals,1,12
antifundamentalist,1,18
substantiate,2,12
smacks,1,6
contradicted,2,12
monasteries,2,11
dispatches,3,10
adjudging,1,9
exposited,1,9
anglophobia,1,11
historiography,2,14
terming,1,7
ranke,1,5
dullness,1,8
froissart,1,9
fogged,1,6
unproved,1,8
generalization,4,14
servile,2,7
revolts,2,7
rigidity,2,8
typifying,1,9
pontificates,1,12
shotwell,1,8
appalled,2,8
spurious,2,8
carolingian,1,11
embodying,3,9
wergeland,1,9
antihistorical,1,14
clive,1,5
omits,2,5
wasson,1,6
mundane,3,7
unseen,5,6
motivating,3,10
priestly,1,8
caste,3,5
deities,2,7
elijah,1,6
monasticism,1,11
catherwood,2,10
piranesi,1,8
reconstructs,1,12
dinosaur,1,8
petrified,2,9
unearthed,2,9
farmhouse,8,9
unmarked,1,8
cholera,1,7
finders,1,7
resurrecting,1,12
adventurous,5,11
metier,1,6
tropics,1,7
amazon,2,6
sleepless,1,9
howling,3,7
kofanes,1,7
huitotoes,1,9
rediscovery,2,11
inca,1,4
pizarro,1,7
peru,4,4
dorado,4,6
sierra,2,6
muzo,1,4
naturalist,1,10
quetzal,2,7
mayans,1,6
ecuador,1,7
galapagos,1,9
turtles,1,7
broun,3,5
prowling,2,8
schoolchildren,1,14
bragging,1,8
fuhrer,1,6
neilson,1,7
kennard,2,7
mediaevalist,1,12
aeternitatis,1,12
bluebook,1,8
propertius,1,10
benedictine,1,11
anselm,1,6
priory,1,6
scholastica,1,11
slimly,1,6
burlingham,2,10
insatiable,1,10
trotsky,1,7
simonson,1,8
nonogenarian,1,12
sedgwick,3,8
remarried,2,9
cavallinis,1,10
trastevere,3,10
eighties,2,8
epicurus,1,8
dante,3,5
epicurean,1,9
frugality,2,9
antony,2,6
ninetieth,1,9
burghardt,1,9
embarked,2,8
intelligentsia,1,14
tuskegee,1,8
coloured,1,8
ratcliffe,1,9
gazelle,1,7
humour,1,6
obituaries,2,10
grinder,1,7
methuselah,2,10
bookshelves,3,11
lectured,2,8
patronized,3,10
facile,1,6
mediocrities,1,12
whiteleaf,1,9
boadicea,1,8
uncharted,3,9
orwellian,1,9
wordlessly,2,10
telegraphed,2,11
mencken,3,7
gantry,5,6
soothe,2,6
drunkards,3,9
breasted,8,8
grosvenor,2,9
sanitarium,1,10
normalize,1,9
euphemism,1,9
unpacking,1,9
bootlegger,1,10
hangers,2,7
barflies,1,8
wylie,2,5
dorens,1,6
rebecca,1,7
walpole,1,7
osbert,1,6
stallings,1,9
browne,1,6
seabrook,1,8
woodwards,2,9
birkhead,3,8
blackman,15,8
outfitted,1,9
indisposed,3,10
casanova,2,8
solicitous,2,10
chambermaids,1,12
gracie,2,6
adores,1,6
stidger,2,7
hadad,1,5
unquiet,1,7
slang,2,5
loquacity,1,9
impossibility,1,13
vocally,1,7
editorialist,1,12
ferret,1,6
snobbery,4,8
sybil,2,5
colefax,1,7
bechhofer,1,9
chatted,2,7
pajamas,3,7
apologize,1,9
motoring,1,8
southampton,2,11
vachell,1,7
gaucheries,1,10
incepting,3,9
bachelors,4,9
masson,1,6
senioritatis,2,12
incepted,1,8
peterhouse,2,10
caius,1,5
clare,1,5
matriculated,3,12
ravencroft,1,10
manningham,2,10
venn,2,4
boutflower,1,10
pensioner,2,9
buckenham,1,9
buckman,1,7
inceptor,1,8
chappell,1,8
lightfoot,1,9
proctors,1,8
comported,1,9
recapitulation,2,14
galen,1,5
devastatingly,1,13
artfully,4,8
prayerfully,1,11
extempore,1,9
naturam,1,7
pati,1,4
senium,1,6
platonica,1,9
domi,1,4
forisque,1,8
boastings,1,9
pastimes,1,8
uncommunicative,1,15
nonliterary,1,11
prolusions,4,10
reedy,2,5
cam,1,3
roved,1,5
chesterton,1,10
fens,1,4
ouse,1,4
gog,1,3
magog,1,5
imbibed,2,7
abstinence,1,10
resided,3,7
fencing,4,7
prolusion,5,9
quibusdam,1,9
audivi,1,6
nuper,1,5
domina,2,6
specious,2,8
persiflage,1,10
allusiveness,1,12
meted,2,5
egregiously,1,11
banter,5,6
epithet,2,7
aubrey,1,6
bodleian,1,8
aubr,1,4
autobiographic,1,14
interlocutor,1,12
archfool,1,8
bantering,1,9
pater,2,5
liber,1,5
annihilate,1,10
tumble,4,6
ribald,1,6
raillery,1,8
reveled,1,7
oratio,1,6
viciousness,2,11
sadistic,2,8
tormenting,2,10
scathing,1,8
diodati,1,7
lycidas,1,7
consorted,1,9
forbidding,2,10
theatricals,2,11
hypothetical,8,12
eschew,1,6
hartlib,1,7
distantly,1,9
bellamy,1,7
dystopias,8,9
kurd,1,4
lasswitz,1,8
zwei,1,4
planeten,1,8
overlords,3,9
attains,1,7
undreamed,1,9
dystopian,7,9
paperbacks,1,10
extrapolations,1,14
asimov,1,6
blish,1,5
bradbury,2,8
fahrenheit,1,10
enslave,2,7
canticle,1,8
leibowitz,1,9
midas,1,5
robots,3,6
simak,1,5
sheckley,1,8
lottery,1,7
karp,1,4
vance,1,5
frederik,1,8
kornbluth,4,9
kurt,1,4
vonnegut,2,8
wyndham,2,7
overpopulated,1,13
uninteresting,1,13
utopias,1,7
gulliver,1,8
zamiatin,1,8
capek,1,5
newts,1,5
forster,1,7
wakes,2,5
williamson,1,10
dystopia,2,8
hoyle,1,5
extrapolate,1,11
dehumanize,1,10
extrapolates,1,12
behavioral,3,10
sixteenths,1,10
stairwells,1,10
soyaburgers,1,11
befouled,1,8
respirators,1,11
soot,1,4
kingsley,2,8
amis,1,4
satirizes,1,9
persuaders,1,10
trauma,1,6
courtenay,4,9
cue,1,3
copywriter,1,10
redirecting,1,11
manipulators,1,12
humanists,1,9
stigmata,1,8
deceives,1,8
idealistic,2,10
defiant,3,7
tombstone,2,9
fooling,3,7
unfortunates,1,12
exasperatingly,1,14
discontinuous,3,13
caterpillar,1,11
persona,2,7
heraclitus,1,10
pirandello,1,10
proust,1,6
centrist,1,8
sociologically,1,14
skepticism,5,10
laodicean,2,9
spencerian,1,10
succumbing,1,10
encomiums,1,9
prouder,1,7
unblemished,1,11
steffens,1,8
recanted,1,8
palliative,1,10
profoundest,1,11
senile,2,6
apropos,1,7
imitators,2,9
barbarous,1,9
prescribes,1,10
pacifist,2,8
hangman,2,7
wrongdoer,1,9
counterbalance,2,14
existentialism,1,14
malraux,21,7
altenburg,4,9
lutte,1,5
avec,1,4
ange,1,4
gestapo,1,7
metamorphose,1,12
dieux,1,5
rewritten,1,9
modesty,4,7
bibliophiles,1,12
connoisseurs,2,12
unrecoverable,1,13
frohock,1,7
inadvertent,2,11
perken,1,6
garine,1,6
gisors,1,6
katow,1,5
alvear,1,6
exaltations,1,11
catalyst,3,8
furor,3,5
illuminations,1,13
piercing,3,8
radiance,3,8
enclosing,1,9
bewildered,6,10
appanage,1,8
dogged,2,6
laboriously,2,11
hovel,2,5
mummies,1,7
fresco,8,6
alluding,1,8
nietzsche,2,9
pasha,3,5
embracing,4,9
adrianople,1,10
sunk,6,4
somnolence,1,10
occident,2,8
cabs,1,4
culte,1,5
moi,1,3
deepened,2,8
dawning,2,7
strangeness,2,11
immensities,1,11
xenophobia,2,10
functionalism,2,13
advocated,4,9
fearfully,4,9
hesitant,3,8
benelux,2,7
proliferated,1,12
consultative,1,12
supranational,1,13
capped,2,6
euratom,1,7
democracies,1,11
insularity,3,10
parliamentarians,1,16
evolves,1,7
prescriptions,2,13
overhaul,3,8
grenville,1,9
sohn,1,4
apocalyptic,5,11
lockian,1,7
pluralistic,2,11
pluralism,1,9
goldfish,1,8
rexroth,7,7
evergreen,1,9
ferlenghetti,1,12
lippincott,1,10
tristano,4,8
exploiters,1,10
patchen,33,7
musically,3,9
poetically,2,10
longtime,1,8
dropper,1,7
mingus,1,6
downbeat,1,8
cjs,1,3
communistic,2,11
pacifistic,1,10
hunted,7,6
redemptive,1,10
preaches,1,8
odious,3,6
moneyed,1,7
sentinel,2,8
anthropological,4,15
grandiloquent,1,13
sleepers,1,8
underdog,2,8
pornographer,1,12
budd,5,4
bebop,1,5
gillespie,3,9
lennie,1,6
konitz,2,6
bop,3,3
rollins,1,7
marsh,5,5
chants,3,6
